@relation class_relation-weka.filters.unsupervised.attribute.Remove-R14-15

@attribute tagName {BODY,DIV,TD,FONT,H1,H2,H3,H4,H5,LI,SPAN,UL,P,EM}
@attribute wordCount_AE numeric
@attribute densityinHTML_AE numeric
@attribute LinkCount_AE numeric
@attribute wordCountinLink_AE numeric
@attribute meanofWordinLinks_AE numeric
@attribute meanofWordinLinksAllWords_AE numeric
@attribute wordCount numeric
@attribute DensityinHTML numeric
@attribute LinkCount numeric
@attribute wordCountinLink numeric
@attribute meanofWordinLinks numeric
@attribute meanofWordinLinksAllWords numeric
@attribute tag_idORclass numeric
@attribute class {IRRELEVANT,MAIN,HEADLINE,INFORMATIONABOUTARTICLE}

@data
UL,10,0.009699,4,5,1.25,0.5,10,0.009699,4,5,1.25,0.5,0,IRRELEVANT
DIV,2,0.00194,0,0,0,0,133,0.129001,16,65,4.0625,0.488722,0,IRRELEVANT
DIV,5,0.00485,0,0,0,0,133,0.129001,16,65,4.0625,0.488722,0,IRRELEVANT
DIV,40,0.038797,16,33,2.0625,0.825,40,0.038797,16,33,2.0625,0.825,1,IRRELEVANT
UL,7,0.00679,6,11,1.833333,1.571429,7,0.00679,6,11,1.833333,1.571429,0,IRRELEVANT
UL,22,0.021339,10,23,2.3,1.045455,22,0.021339,10,23,2.3,1.045455,0,IRRELEVANT
DIV,28,0.03132,18,29,1.611111,1.035714,30,0.033557,19,31,1.631579,1.033333,0,IRRELEVANT
DIV,15,0.016779,8,16,2,1.066667,15,0.016779,8,16,2,1.066667,0,IRRELEVANT
DIV,17,0.019016,8,18,2.25,1.058824,17,0.019016,8,18,2.25,1.058824,0,IRRELEVANT
DIV,15,0.016779,7,17,2.428571,1.133333,15,0.016779,7,17,2.428571,1.133333,0,IRRELEVANT
DIV,6,0.006711,7,13,1.857143,2.166667,6,0.006711,7,13,1.857143,2.166667,0,IRRELEVANT
DIV,6,0.006711,4,7,1.75,1.166667,6,0.006711,4,7,1.75,1.166667,0,IRRELEVANT
DIV,31,0.034676,12,32,2.666667,1.032258,31,0.034676,12,32,2.666667,1.032258,0,IRRELEVANT
TD,390,0.436242,3,4,1.333333,0.010256,395,0.441834,5,4,0.8,0.010127,0,MAIN
SPAN,11,0.012304,0,0,0,0,11,0.012304,0,0,0,0,0,HEADLINE
TD,52,0.058166,12,20,1.666667,0.384615,52,0.058166,12,20,1.666667,0.384615,0,IRRELEVANT
TD,2,0.003578,0,0,0,0,33,0.059034,17,20,1.176471,0.606061,0,IRRELEVANT
DIV,29,0.051878,14,19,1.357143,0.655172,29,0.051878,14,19,1.357143,0.655172,0,IRRELEVANT
DIV,0,0,4,2,0.5,0,0,0,4,2,0.5,0,0,IRRELEVANT
H1,7,0.012522,0,0,0,0,7,0.012522,0,0,0,0,0,HEADLINE
DIV,273,0.488372,0,0,0,0,273,0.488372,0,0,0,0,0,MAIN
SPAN,6,0.010733,0,0,0,0,6,0.010733,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,1,0.003578,0,0,0,0,1,0.001789,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.003578,0,0,0,0,39,0.069767,6,25,4.166667,0.641026,0,IRRELEVANT
DIV,30,0.053667,13,26,2,0.866667,30,0.053667,13,26,2,0.866667,0,IRRELEVANT
TD,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
TD,27,0.048301,7,14,2,0.518519,27,0.048301,7,14,2,0.518519,0,IRRELEVANT
DIV,2,0.003578,0,0,0,0,105,0.187835,31,103,3.322581,0.980952,0,IRRELEVANT
TD,22,0.039356,0,0,0,0,24,0.042934,1,4,4,0.166667,0,IRRELEVANT
DIV,2,0.001119,1,2,2,1,22,0.012304,12,13,1.083333,0.590909,1,IRRELEVANT
DIV,16,0.008949,8,9,1.125,0.5625,21,0.011745,11,13,1.181818,0.619048,0,IRRELEVANT
DIV,7,0.003915,3,4,1.333333,0.571429,7,0.003915,3,4,1.333333,0.571429,0,IRRELEVANT
H1,6,0.003356,0,0,0,0,6,0.003356,0,0,0,0,0,HEADLINE
DIV,8,0.004474,4,9,2.25,1.125,8,0.004474,4,9,2.25,1.125,0,IRRELEVANT
UL,8,0.004474,4,9,2.25,1.125,8,0.004474,4,9,2.25,1.125,0,IRRELEVANT
DIV,2,0.001119,0,0,0,0,16,0.008949,1,14,14,0.875,0,IRRELEVANT
DIV,14,0.00783,2,5,2.5,0.357143,16,0.008949,2,5,2.5,0.3125,0,INFORMATIONABOUTARTICLE
DIV,3,0.001678,0,0,0,0,3,0.001678,0,0,0,0,1,INFORMATIONABOUTARTICLE
DIV,492,0.275168,0,0,0,0,492,0.275168,0,0,0,0,1,MAIN
DIV,2,0.001119,0,0,0,0,38,0.021253,11,27,2.454545,0.710526,0,IRRELEVANT
DIV,2,0.001119,0,0,0,0,16,0.008949,1,14,14,0.875,0,IRRELEVANT
DIV,8,0.004474,1,2,2,0.25,52,0.029083,22,29,1.318182,0.557692,1,IRRELEVANT
DIV,15,0.008389,8,9,1.125,0.6,15,0.008389,8,9,1.125,0.6,1,IRRELEVANT
DIV,30,0.017338,13,20,1.538462,0.645161,30,0.016779,13,20,1.538462,0.666667,1,IRRELEVANT
DIV,215,0.120246,132,211,1.598485,0.981395,215,0.120246,132,211,1.598485,0.981395,1,IRRELEVANT
UL,213,0.119128,132,211,1.598485,0.99061,213,0.119128,132,211,1.598485,0.99061,1,IRRELEVANT
DIV,2,0.001119,0,0,0,0,250,0.139821,51,192,3.764706,0.768,1,IRRELEVANT
DIV,72,0.040268,11,71,6.454545,0.986111,72,0.040268,11,71,6.454545,0.986111,0,IRRELEVANT
DIV,4,0.002237,2,3,1.5,0.75,59,0.032998,10,18,1.8,0.305085,1,IRRELEVANT
DIV,78,0.043624,11,76,6.909091,0.974359,78,0.043624,11,76,6.909091,0.974359,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,1,IRRELEVANT
DIV,7,0.011076,7,8,1.142857,1.142857,7,0.011076,7,8,1.142857,1.142857,1,IRRELEVANT
UL,7,0.011076,7,8,1.142857,1.142857,7,0.011076,7,8,1.142857,1.142857,0,IRRELEVANT
DIV,2,0.003165,0,0,0,0,7,0.011076,3,11,3.666667,1.571429,1,IRRELEVANT
DIV,7,0.011076,3,7,2.333333,1,7,0.011076,3,7,2.333333,1,1,IRRELEVANT
DIV,2,0.003165,0,0,0,0,28,0.044304,16,28,1.75,1,0,IRRELEVANT
DIV,2,0.003165,0,0,0,0,4,0.006329,2,5,2.5,1.25,0,IRRELEVANT
DIV,2,0.003165,0,0,0,0,6,0.009494,2,7,3.5,1.166667,0,IRRELEVANT
UL,2,0.003165,2,3,1.5,1.5,2,0.003165,2,3,1.5,1.5,1,IRRELEVANT
SPAN,8,0.012658,0,0,0,0,8,0.012658,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.003165,0,0,0,0,7,0.011076,2,10,5,1.428571,0,IRRELEVANT
TD,319,0.504747,1,13,13,0.040752,328,0.518987,7,21,3,0.064024,0,MAIN
DIV,2,0.003165,0,0,0,0,7,0.011076,0,0,0,0,0,INFORMATIONABOUTARTICLE
UL,5,0.007911,5,6,1.2,1.2,5,0.007911,5,6,1.2,1.2,0,IRRELEVANT
TD,2,0.003165,0,0,0,0,176,0.278481,18,87,4.833333,0.494318,0,IRRELEVANT
DIV,2,0.003165,0,0,0,0,21,0.033228,6,14,2.333333,0.666667,1,IRRELEVANT
DIV,21,0.033228,6,14,2.333333,0.666667,21,0.033228,6,14,2.333333,0.666667,0,IRRELEVANT
UL,8,0.012658,2,8,4,1,8,0.012658,2,8,4,1,1,IRRELEVANT
DIV,2,0.003165,0,0,0,0,41,0.064873,17,27,1.588235,0.658537,1,IRRELEVANT
DIV,41,0.064873,17,27,1.588235,0.658537,41,0.064873,17,27,1.588235,0.658537,0,IRRELEVANT
DIV,20,0.031646,6,16,2.666667,0.8,20,0.031646,6,16,2.666667,0.8,0,IRRELEVANT
DIV,10,0.012063,5,7,1.4,0.7,10,0.012063,5,7,1.4,0.7,1,IRRELEVANT
DIV,2,0.002413,0,0,0,0,4,0.004825,14,15,1.071429,3.75,1,IRRELEVANT
DIV,4,0.004825,11,15,1.363636,3.75,4,0.004825,11,15,1.363636,3.75,0,IRRELEVANT
UL,8,0.00965,6,9,1.5,1.125,8,0.00965,6,9,1.5,1.125,0,IRRELEVANT
UL,66,0.079614,54,101,1.87037,1.530303,66,0.079614,54,101,1.87037,1.530303,0,IRRELEVANT
DIV,9,0.010856,7,8,1.142857,0.888889,9,0.010856,7,8,1.142857,0.888889,1,IRRELEVANT
UL,9,0.010856,7,8,1.142857,0.888889,9,0.010856,7,8,1.142857,0.888889,1,IRRELEVANT
H1,5,0.006031,0,0,0,0,5,0.006031,0,0,0,0,0,HEADLINE
P,10,0.012063,0,0,0,0,10,0.012063,0,0,0,0,1,INFORMATIONABOUTARTICLE
DIV,475,0.574186,0,0,0,0,475,0.572979,2,2,1,0.004211,1,MAIN
DIV,32,0.038601,6,33,5.5,1.03125,33,0.039807,6,33,5.5,1,0,IRRELEVANT
DIV,11,0.013269,2,10,5,0.909091,12,0.014475,2,10,5,0.833333,0,IRRELEVANT
DIV,2,0.002413,0,0,0,0,136,0.164053,43,93,2.162791,0.683824,1,IRRELEVANT
TD,136,0.164053,43,93,2.162791,0.683824,136,0.164053,43,93,2.162791,0.683824,0,IRRELEVANT
DIV,0,0.002821,0,0,0,0,0,0,1,2,2,0,1,IRRELEVANT
DIV,0,0.002821,0,0,0,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,13,0.018336,4,5,1.25,0.384615,19,0.026798,4,5,1.25,0.263158,0,IRRELEVANT
DIV,2,0.002821,0,0,0,0,33,0.046544,26,34,1.307692,1.030303,0,IRRELEVANT
DIV,2,0.002821,0,0,0,0,21,0.029619,12,18,1.5,0.857143,0,IRRELEVANT
DIV,2,0.002821,0,0,0,0,21,0.029619,12,18,1.5,0.857143,0,IRRELEVANT
H1,7,0.009873,0,0,0,0,7,0.009873,0,0,0,0,0,HEADLINE
DIV,6,0.008463,0,0,0,0,6,0.008463,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.002821,0,0,0,0,12,0.016925,6,7,1.166667,0.583333,1,IRRELEVANT
DIV,292,0.413258,0,0,0,0,292,0.411848,0,0,0,0,1,MAIN
DIV,2,0.002821,0,0,0,0,8,0.011283,6,10,1.666667,1.25,0,IRRELEVANT
DIV,2,0.002821,0,0,0,0,24,0.03385,6,22,3.666667,0.916667,0,IRRELEVANT
DIV,70,0.098731,10,70,7,1,202,0.284908,45,163,3.622222,0.806931,0,IRRELEVANT
DIV,125,0.177715,41,66,1.609756,0.52381,125,0.176305,41,66,1.609756,0.528,1,IRRELEVANT
DIV,2,0.002525,0,0,0,0,7,0.008838,11,8,0.727273,1.142857,1,IRRELEVANT
DIV,2,0.002525,0,0,0,0,7,0.008838,11,8,0.727273,1.142857,1,IRRELEVANT
DIV,2,0.002525,0,0,0,0,9,0.011364,3,8,2.666667,0.888889,1,IRRELEVANT
TD,7,0.008838,6,7,1.166667,1,52,0.065657,29,49,1.689655,0.942308,0,IRRELEVANT
DIV,2,0.002525,0,0,0,0,35,0.044192,19,36,1.894737,1.028571,0,IRRELEVANT
DIV,8,0.010101,4,8,2,1,10,0.012626,4,8,2,0.8,0,IRRELEVANT
UL,6,0.007576,6,7,1.166667,1.166667,6,0.007576,6,7,1.166667,1.166667,1,IRRELEVANT
SPAN,8,0.010101,0,0,0,0,8,0.010101,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.002525,0,0,0,0,7,0.008838,2,10,5,1.428571,0,IRRELEVANT
TD,393,0.496212,0,0,0,0,409,0.516414,8,18,2.25,0.04401,0,MAIN
TD,2,0.002525,0,0,0,0,11,0.013889,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.002525,0,0,0,0,11,0.013889,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,2,0.002525,0,0,0,0,7,0.008838,2,10,5,1.428571,0,IRRELEVANT
DIV,10,0.012626,6,10,1.666667,1,10,0.012626,6,10,1.666667,1,1,IRRELEVANT
UL,5,0.006313,5,6,1.2,1.2,5,0.006313,5,6,1.2,1.2,0,IRRELEVANT
DIV,2,0.002525,0,0,0,0,100,0.126263,18,91,5.055556,0.91,0,IRRELEVANT
DIV,4,0.005051,1,5,5,1.25,4,0.005051,1,5,5,1.25,0,IRRELEVANT
DIV,6,0.007576,1,9,9,1.5,6,0.007576,1,9,9,1.5,0,IRRELEVANT
DIV,6,0.007576,1,8,8,1.333333,6,0.007576,1,8,8,1.333333,0,IRRELEVANT
DIV,4,0.005051,1,6,6,1.5,4,0.005051,1,6,6,1.5,0,IRRELEVANT
DIV,2,0.002525,0,0,0,0,4,0.005051,1,5,5,1.25,1,IRRELEVANT
DIV,36,0.045455,7,36,5.142857,1,36,0.045455,7,36,5.142857,1,1,IRRELEVANT
UL,27,0.034091,5,28,5.6,1.037037,27,0.034091,5,28,5.6,1.037037,0,IRRELEVANT
DIV,2,0.002525,0,0,0,0,37,0.046717,3,37,12.333333,1,0,IRRELEVANT
DIV,10,0.013889,6,12,2,1.090909,10,0.012626,6,12,2,1.2,0,IRRELEVANT
UL,7,0.008838,5,9,1.8,1.285714,7,0.008838,5,9,1.8,1.285714,0,IRRELEVANT
DIV,64,0.080808,13,55,4.230769,0.859375,64,0.080808,13,55,4.230769,0.859375,1,IRRELEVANT
UL,52,0.065657,8,43,5.375,0.826923,52,0.065657,8,43,5.375,0.826923,1,IRRELEVANT
UL,12,0.015152,5,13,2.6,1.083333,12,0.015152,5,13,2.6,1.083333,1,IRRELEVANT
TD,248,0.710602,0,0,0,0,248,0.710602,0,0,0,0,0,MAIN
H3,7,0.020057,0,0,0,0,7,0.020057,0,0,0,0,0,HEADLINE
DIV,0,0,0,0,0,0,0,0,0,0,0,0,0,IRRELEVANT
DIV,9,0.014354,10,12,1.2,1.333333,9,0.014354,10,12,1.2,1.333333,1,IRRELEVANT
DIV,2,0.00319,0,0,0,0,30,0.047847,7,22,3.142857,0.733333,1,IRRELEVANT
DIV,2,0.00319,1,2,2,1,2,0.00319,1,2,2,1,1,IRRELEVANT
DIV,145,0.23126,53,142,2.679245,0.97931,160,0.255183,60,148,2.466667,0.925,0,IRRELEVANT
UL,21,0.033493,8,23,2.875,1.095238,31,0.049442,16,34,2.125,1.096774,0,IRRELEVANT
UL,11,0.017544,7,13,1.857143,1.181818,11,0.017544,7,13,1.857143,1.181818,0,IRRELEVANT
UL,14,0.022329,4,17,4.25,1.214286,14,0.022329,4,17,4.25,1.214286,0,IRRELEVANT
UL,23,0.036683,5,27,5.4,1.173913,23,0.036683,5,27,5.4,1.173913,0,IRRELEVANT
UL,6,0.009569,2,9,4.5,1.5,6,0.009569,2,9,4.5,1.5,0,IRRELEVANT
UL,11,0.017544,3,13,4.333333,1.181818,11,0.017544,3,13,4.333333,1.181818,0,IRRELEVANT
UL,33,0.052632,14,36,2.571429,1.090909,33,0.052632,14,36,2.571429,1.090909,0,IRRELEVANT
UL,5,0.007974,2,7,3.5,1.4,5,0.007974,2,7,3.5,1.4,0,IRRELEVANT
DIV,150,0.239234,0,0,0,0,264,0.421053,19,78,4.105263,0.295455,1,MAIN
H2,3,0.004785,0,0,0,0,3,0.004785,0,0,0,0,0,HEADLINE
DIV,9,0.014354,0,0,0,0,9,0.014354,0,0,0,0,0,INFORMATIONABOUTARTICLE
H4,4,0.00638,0,0,0,0,4,0.00638,0,0,0,0,0,INFORMATIONABOUTARTICLE
SPAN,5,0.007974,0,0,0,0,5,0.007974,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,10,0.015949,6,8,1.333333,0.8,10,0.015949,7,8,1.142857,0.8,1,IRRELEVANT
DIV,73,0.116427,36,70,1.944444,0.958904,189,0.301435,60,122,2.033333,0.645503,1,IRRELEVANT
UL,31,0.049442,14,33,2.357143,1.064516,31,0.049442,14,33,2.357143,1.064516,0,IRRELEVANT
UL,15,0.023923,10,17,1.7,1.133333,15,0.023923,10,17,1.7,1.133333,0,IRRELEVANT
UL,7,0.011164,7,10,1.428571,1.428571,7,0.011164,7,10,1.428571,1.428571,0,IRRELEVANT
UL,9,0.014354,4,10,2.5,1.111111,9,0.014354,4,10,2.5,1.111111,0,IRRELEVANT
DIV,2,0.00319,0,0,0,0,37,0.059011,9,23,2.555556,0.621622,0,IRRELEVANT
UL,16,0.025518,8,18,2.25,1.125,16,0.025518,8,18,2.25,1.125,0,IRRELEVANT
TD,1,0.008929,0,0,0,0,1,0.004464,1,2,2,2,0,IRRELEVANT
H3,10,0.044643,0,0,0,0,10,0.044643,0,0,0,0,0,HEADLINE
FONT,10,0.044643,0,0,0,0,10,0.044643,0,0,0,0,0,HEADLINE
DIV,74,0.330357,0,0,0,0,74,0.330357,0,0,0,0,0,MAIN
DIV,49,0.21875,2,10,5,0.204082,49,0.21875,2,10,5,0.204082,0,MAIN
TD,2,0.008929,0,0,0,0,9,0.040179,3,10,3.333333,1.111111,0,IRRELEVANT
DIV,9,0.040179,3,10,3.333333,1.111111,9,0.040179,3,10,3.333333,1.111111,0,IRRELEVANT
TD,0,0.004673,0,0,0,0,0,0,1,2,2,0,0,IRRELEVANT
TD,0,0.004673,0,0,0,0,0,0,4,2,0.5,0,0,IRRELEVANT
DIV,0,0,4,2,0.5,0,0,0,4,2,0.5,0,0,IRRELEVANT
H1,7,0.016355,0,0,0,0,7,0.016355,0,0,0,0,0,HEADLINE
TD,2,0.004673,0,0,0,0,31,0.07243,5,10,2,0.322581,0,INFORMATIONABOUTARTICLE
TD,8,0.018692,0,0,0,0,8,0.018692,0,0,0,0,0,INFORMATIONABOUTARTICLE
TD,3,0.007009,0,0,0,0,3,0.007009,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,221,0.516355,0,0,0,0,221,0.516355,0,0,0,0,0,MAIN
TD,2,0.004673,0,0,0,0,12,0.028037,23,8,0.347826,0.666667,0,IRRELEVANT
TD,2,0.004673,0,0,0,0,15,0.035047,1,10,10,0.666667,0,IRRELEVANT
DIV,54,0.126168,9,15,1.666667,0.277778,54,0.126168,9,15,1.666667,0.277778,0,IRRELEVANT
DIV,2,0.001179,0,0,0,0,7,0.004127,11,8,0.727273,1.142857,1,IRRELEVANT
DIV,2,0.001179,0,0,0,0,7,0.004127,11,8,0.727273,1.142857,1,IRRELEVANT
DIV,7,0.004127,7,8,1.142857,1.142857,7,0.004127,7,8,1.142857,1.142857,1,IRRELEVANT
TD,7,0.004127,6,7,1.166667,1,52,0.03066,29,49,1.689655,0.942308,0,IRRELEVANT
DIV,2,0.001179,0,0,0,0,35,0.020637,19,36,1.894737,1.028571,0,IRRELEVANT
DIV,1,0.00059,1,2,2,2,1,0.00059,1,2,2,2,0,IRRELEVANT
DIV,2,0.001179,1,3,3,1.5,2,0.001179,1,3,3,1.5,0,IRRELEVANT
DIV,8,0.004717,4,8,2,1,10,0.005896,4,8,2,0.8,0,IRRELEVANT
UL,6,0.003538,6,7,1.166667,1.166667,6,0.003538,6,7,1.166667,1.166667,1,IRRELEVANT
SPAN,8,0.004717,0,0,0,0,8,0.004717,0,0,0,0,0,INFORMATIONABOUTARTICLE
SPAN,2,0.001179,0,0,0,0,2,0.001179,0,0,0,0,0,INFORMATIONABOUTARTICLE
TD,5,0.002948,1,8,8,1.6,5,0.002948,1,8,8,1.6,0,IRRELEVANT
TD,2,0.001179,1,4,4,2,2,0.001179,1,4,4,2,0,IRRELEVANT
TD,1238,0.729953,1,3,3,0.002423,1254,0.739387,9,20,2.222222,0.015949,0,MAIN
TD,5,0.002948,1,8,8,1.6,5,0.002948,1,8,8,1.6,0,IRRELEVANT
TD,2,0.001179,1,4,4,2,2,0.001179,1,4,4,2,0,IRRELEVANT
DIV,10,0.005896,6,10,1.666667,1,10,0.005896,6,10,1.666667,1,1,IRRELEVANT
UL,5,0.002948,5,6,1.2,1.2,5,0.002948,5,6,1.2,1.2,0,IRRELEVANT
TD,2,0.001179,0,0,0,0,260,0.153302,52,237,4.557692,0.911538,0,IRRELEVANT
DIV,2,0.001179,0,0,0,0,103,0.060731,16,93,5.8125,0.902913,0,IRRELEVANT
DIV,10,0.006486,6,12,2,1.090909,10,0.005896,6,12,2,1.2,0,IRRELEVANT
UL,7,0.004127,5,9,1.8,1.285714,7,0.004127,5,9,1.8,1.285714,0,IRRELEVANT
DIV,70,0.041274,13,45,3.461538,0.642857,70,0.041274,13,45,3.461538,0.642857,1,IRRELEVANT
UL,58,0.034198,8,33,4.125,0.568966,58,0.034198,8,33,4.125,0.568966,1,IRRELEVANT
UL,12,0.007075,5,13,2.6,1.083333,12,0.007075,5,13,2.6,1.083333,1,IRRELEVANT
DIV,2,0.001556,0,0,0,0,51,0.039689,31,46,1.483871,0.901961,1,IRRELEVANT
DIV,21,0.016342,7,15,2.142857,0.714286,21,0.016342,7,15,2.142857,0.714286,1,IRRELEVANT
DIV,0,0.001556,1,2,2,1,0,0,1,2,2,0,0,IRRELEVANT
DIV,2,0.001556,0,0,0,0,4,0.003113,12,16,1.333333,4,1,IRRELEVANT
DIV,2,0.001556,0,0,0,0,26,0.020233,11,17,1.545455,0.653846,1,IRRELEVANT
DIV,9,0.007004,1,2,2,0.222222,9,0.007004,1,2,2,0.222222,0,IRRELEVANT
DIV,2,0.001556,0,0,0,0,472,0.367315,66,274,4.151515,0.580508,0,IRRELEVANT
DIV,471,0.366537,66,274,4.151515,0.581741,471,0.366537,66,274,4.151515,0.581741,1,IRRELEVANT
DIV,6,0.004669,2,6,3,1,6,0.004669,2,6,3,1,0,IRRELEVANT
DIV,389,0.302724,0,0,0,0,399,0.310506,1,2,2,0.005013,0,MAIN
H1,7,0.005447,0,0,0,0,7,0.005447,0,0,0,0,0,HEADLINE
TD,7,0.005447,0,0,0,0,10,0.007782,0,0,0,0,0,INFORMATIONABOUTARTICLE
TD,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,144,0.112062,11,42,3.818182,0.291667,281,0.218677,41,106,2.585366,0.377224,0,IRRELEVANT
DIV,139,0.108171,30,66,2.2,0.47482,139,0.108171,30,66,2.2,0.47482,0,IRRELEVANT
DIV,2,0.001556,0,0,0,0,100,0.077821,31,57,1.83871,0.57,0,IRRELEVANT
DIV,47,0.036576,20,31,1.55,0.659574,47,0.036576,20,31,1.55,0.659574,0,IRRELEVANT
DIV,26,0.021012,8,21,2.625,0.777778,26,0.020233,8,21,2.625,0.807692,0,IRRELEVANT
DIV,27,0.021012,3,7,2.333333,0.259259,27,0.021012,3,7,2.333333,0.259259,0,IRRELEVANT
DIV,2,0.006369,0,0,0,0,4,0.012739,1,5,5,1.25,1,IRRELEVANT
DIV,310,0.987261,0,0,0,0,310,0.987261,0,0,0,0,1,MAIN
H1,9,0.028662,0,0,0,0,9,0.028662,0,0,0,0,0,HEADLINE
DIV,9,0.028662,1,3,3,0.333333,9,0.028662,1,3,3,0.333333,0,IRRELEVANT
DIV,5,0.008741,3,6,2,1.2,5,0.008741,3,6,2,1.2,1,IRRELEVANT
UL,5,0.008741,3,6,2,1.2,5,0.008741,3,6,2,1.2,0,IRRELEVANT
H1,8,0.013986,0,0,0,0,8,0.013986,0,0,0,0,0,HEADLINE
DIV,403,0.704545,0,0,0,0,403,0.704545,0,0,0,0,0,MAIN
UL,24,0.041958,3,27,9,1.125,24,0.041958,3,27,9,1.125,0,IRRELEVANT
DIV,2,0.003497,7,12,1.714286,6,75,0.131119,35,72,2.057143,0.96,1,IRRELEVANT
DIV,13,0.022727,7,16,2.285714,1.230769,13,0.022727,7,16,2.285714,1.230769,1,IRRELEVANT
