@relation class_relation-weka.filters.unsupervised.attribute.Remove-R14-15

@attribute tagName {BODY,DIV,TD,FONT,H1,H2,H3,H4,H5,LI,SPAN,UL,P,EM}
@attribute wordCount_AE numeric
@attribute densityinHTML_AE numeric
@attribute LinkCount_AE numeric
@attribute wordCountinLink_AE numeric
@attribute meanofWordinLinks_AE numeric
@attribute meanofWordinLinksAllWords_AE numeric
@attribute wordCount numeric
@attribute DensityinHTML numeric
@attribute LinkCount numeric
@attribute wordCountinLink numeric
@attribute meanofWordinLinks numeric
@attribute meanofWordinLinksAllWords numeric
@attribute tag_idORclass numeric
@attribute class {IRRELEVANT,MAIN,HEADLINE,INFORMATIONABOUTARTICLE}

@data
DIV,1,0.001453,1,2,2,2,1,0.001453,1,2,2,2,0,IRRELEVANT
DIV,1,0.001453,1,2,2,2,1,0.001453,1,2,2,2,0,IRRELEVANT
DIV,1,0.001453,1,2,2,2,1,0.001453,1,2,2,2,0,IRRELEVANT
DIV,1,0.001453,1,2,2,2,1,0.001453,1,2,2,2,0,IRRELEVANT
P,11,0.00495,3,6,2,0.545455,11,0.00495,3,6,2,0.545455,1,HEADLINE
DIV,6,0.0027,0,0,0,0,6,0.0027,0,0,0,0,0,INFORMATIONABOUTARTICLE
H1,6,0.0027,0,0,0,0,6,0.0027,0,0,0,0,0,HEADLINE
DIV,5,0.00225,0,0,0,0,5,0.00225,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,388,0.174617,0,0,0,0,388,0.174617,0,0,0,0,1,MAIN
DIV,352,0.158416,0,0,0,0,352,0.158416,0,0,0,0,1,MAIN
DIV,407,0.183168,0,0,0,0,407,0.183168,0,0,0,0,1,MAIN
DIV,377,0.169667,0,0,0,0,377,0.169667,0,0,0,0,1,MAIN
DIV,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,2,0.0009,1,3,3,1.5,2,0.0009,1,3,3,1.5,0,IRRELEVANT
DIV,3,0.00135,2,4,2,1.333333,3,0.00135,2,4,2,1.333333,0,IRRELEVANT
DIV,3,0.00135,2,4,2,1.333333,3,0.00135,2,4,2,1.333333,0,IRRELEVANT
DIV,4,0.0018,2,5,2.5,1.25,4,0.0018,2,5,2.5,1.25,0,IRRELEVANT
DIV,7,0.00315,1,7,7,1,7,0.00315,1,7,7,1,0,IRRELEVANT
DIV,8,0.0036,1,8,8,1,8,0.0036,1,8,8,1,0,IRRELEVANT
DIV,6,0.0027,1,5,5,0.833333,6,0.0027,1,5,5,0.833333,0,IRRELEVANT
DIV,4,0.0018,1,4,4,1,4,0.0018,1,4,4,1,0,IRRELEVANT
DIV,6,0.0027,1,6,6,1,6,0.0027,1,6,6,1,0,IRRELEVANT
DIV,6,0.0027,1,6,6,1,6,0.0027,1,6,6,1,0,IRRELEVANT
DIV,9,0.00405,1,9,9,1,9,0.00405,1,9,9,1,0,IRRELEVANT
DIV,7,0.00315,1,7,7,1,7,0.00315,1,7,7,1,0,IRRELEVANT
DIV,7,0.00315,1,7,7,1,7,0.00315,1,7,7,1,0,IRRELEVANT
DIV,10,0.0045,1,10,10,1,10,0.0045,1,10,10,1,0,IRRELEVANT
DIV,0,0.0009,0,0,0,0,0,0,0,0,0,0,1,IRRELEVANT
DIV,2,0.0009,1,3,3,1.5,2,0.0009,1,3,3,1.5,0,IRRELEVANT
DIV,12,0.005401,4,13,3.25,1.083333,12,0.005401,4,13,3.25,1.083333,0,IRRELEVANT
DIV,12,0.005401,4,13,3.25,1.083333,12,0.005401,4,13,3.25,1.083333,0,IRRELEVANT
DIV,11,0.00495,4,12,3,1.090909,11,0.00495,4,12,3,1.090909,0,IRRELEVANT
DIV,16,0.007201,4,17,4.25,1.0625,16,0.007201,4,17,4.25,1.0625,0,IRRELEVANT
DIV,177,0.079658,25,145,5.8,0.819209,177,0.079658,25,145,5.8,0.819209,0,IRRELEVANT
H2,2,0.0009,0,0,0,0,2,0.0009,0,0,0,0,0,HEADLINE
H4,1,0.00045,0,0,0,0,1,0.00045,0,0,0,0,0,HEADLINE
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,2,0.0009,1,3,3,1.5,2,0.0009,1,3,3,1.5,0,IRRELEVANT
H4,1,0.00045,0,0,0,0,1,0.00045,0,0,0,0,0,HEADLINE
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,2,0.0009,1,3,3,1.5,2,0.0009,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
H4,4,0.0018,0,0,0,0,4,0.0018,0,0,0,0,0,HEADLINE
DIV,2,0.0009,1,3,3,1.5,2,0.0009,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,3,0.00135,1,4,4,1.333333,3,0.00135,1,4,4,1.333333,0,IRRELEVANT
H4,2,0.0009,0,0,0,0,2,0.0009,0,0,0,0,0,HEADLINE
DIV,15,0.006751,3,8,2.666667,0.533333,15,0.006751,3,8,2.666667,0.533333,1,IRRELEVANT
DIV,3,0.00135,1,4,4,1.333333,3,0.00135,1,4,4,1.333333,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
DIV,1,0.00045,1,2,2,2,1,0.00045,1,2,2,2,0,IRRELEVANT
P,11,0.009666,3,6,2,0.545455,11,0.009666,3,6,2,0.545455,1,HEADLINE
DIV,5,0.004394,1,7,7,1.4,5,0.004394,1,7,7,1.4,1,IRRELEVANT
DIV,9,0.007909,1,9,9,1,9,0.007909,1,9,9,1,0,IRRELEVANT
DIV,4,0.003515,1,4,4,1,4,0.003515,1,4,4,1,0,IRRELEVANT
DIV,7,0.006151,1,7,7,1,7,0.006151,1,7,7,1,0,IRRELEVANT
DIV,11,0.009666,1,11,11,1,11,0.009666,1,11,11,1,0,IRRELEVANT
DIV,7,0.006151,1,7,7,1,7,0.006151,1,7,7,1,0,IRRELEVANT
DIV,7,0.006151,1,7,7,1,7,0.006151,1,7,7,1,0,IRRELEVANT
DIV,8,0.00703,1,8,8,1,8,0.00703,1,8,8,1,0,IRRELEVANT
DIV,7,0.006151,1,8,8,1.142857,7,0.006151,1,8,8,1.142857,0,IRRELEVANT
DIV,10,0.008787,1,10,10,1,10,0.008787,1,10,10,1,0,IRRELEVANT
DIV,9,0.007909,1,9,9,1,9,0.007909,1,9,9,1,0,IRRELEVANT
DIV,7,0.006151,1,8,8,1.142857,7,0.006151,1,8,8,1.142857,0,IRRELEVANT
DIV,0,0.001757,0,0,0,0,0,0,0,0,0,0,1,IRRELEVANT
DIV,2,0.001757,1,3,3,1.5,2,0.001757,1,3,3,1.5,0,IRRELEVANT
DIV,12,0.010545,4,13,3.25,1.083333,12,0.010545,4,13,3.25,1.083333,0,IRRELEVANT
DIV,12,0.010545,4,13,3.25,1.083333,12,0.010545,4,13,3.25,1.083333,0,IRRELEVANT
DIV,11,0.009666,4,12,3,1.090909,11,0.009666,4,12,3,1.090909,0,IRRELEVANT
DIV,16,0.01406,4,17,4.25,1.0625,16,0.01406,4,17,4.25,1.0625,0,IRRELEVANT
DIV,191,0.167838,25,160,6.4,0.837696,191,0.167838,25,160,6.4,0.837696,0,IRRELEVANT
H2,2,0.001757,0,0,0,0,2,0.001757,0,0,0,0,0,HEADLINE
H4,1,0.000879,0,0,0,0,1,0.000879,0,0,0,0,0,HEADLINE
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,2,0.001757,1,3,3,1.5,2,0.001757,1,3,3,1.5,0,IRRELEVANT
H4,1,0.000879,0,0,0,0,1,0.000879,0,0,0,0,0,HEADLINE
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,2,0.001757,1,3,3,1.5,2,0.001757,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,2,0.001757,1,3,3,1.5,2,0.001757,1,3,3,1.5,0,IRRELEVANT
H4,4,0.003515,0,0,0,0,4,0.003515,0,0,0,0,0,HEADLINE
DIV,2,0.001757,1,3,3,1.5,2,0.001757,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,3,0.002636,1,4,4,1.333333,3,0.002636,1,4,4,1.333333,0,IRRELEVANT
H4,2,0.001757,0,0,0,0,2,0.001757,0,0,0,0,0,HEADLINE
DIV,15,0.013181,3,8,2.666667,0.533333,15,0.013181,3,8,2.666667,0.533333,1,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
DIV,1,0.000879,1,2,2,2,1,0.000879,1,2,2,2,0,IRRELEVANT
P,11,0.014455,3,6,2,0.545455,11,0.014455,3,6,2,0.545455,1,HEADLINE
DIV,9,0.011827,1,9,9,1,9,0.011827,1,9,9,1,0,IRRELEVANT
DIV,4,0.005256,1,4,4,1,4,0.005256,1,4,4,1,0,IRRELEVANT
DIV,7,0.009198,1,7,7,1,7,0.009198,1,7,7,1,0,IRRELEVANT
DIV,11,0.014455,1,11,11,1,11,0.014455,1,11,11,1,0,IRRELEVANT
DIV,7,0.009198,1,7,7,1,7,0.009198,1,7,7,1,0,IRRELEVANT
DIV,7,0.009198,1,7,7,1,7,0.009198,1,7,7,1,0,IRRELEVANT
DIV,8,0.010512,1,8,8,1,8,0.010512,1,8,8,1,0,IRRELEVANT
DIV,7,0.009198,1,8,8,1.142857,7,0.009198,1,8,8,1.142857,0,IRRELEVANT
DIV,10,0.013141,1,10,10,1,10,0.013141,1,10,10,1,0,IRRELEVANT
DIV,9,0.011827,1,9,9,1,9,0.011827,1,9,9,1,0,IRRELEVANT
DIV,2,0.002628,1,3,3,1.5,2,0.002628,1,3,3,1.5,0,IRRELEVANT
DIV,12,0.015769,4,13,3.25,1.083333,12,0.015769,4,13,3.25,1.083333,0,IRRELEVANT
DIV,12,0.015769,4,13,3.25,1.083333,12,0.015769,4,13,3.25,1.083333,0,IRRELEVANT
DIV,11,0.014455,4,12,3,1.090909,11,0.014455,4,12,3,1.090909,0,IRRELEVANT
DIV,16,0.021025,4,17,4.25,1.0625,16,0.021025,4,17,4.25,1.0625,0,IRRELEVANT
DIV,191,0.250986,25,160,6.4,0.837696,191,0.250986,25,160,6.4,0.837696,0,IRRELEVANT
H2,2,0.002628,0,0,0,0,2,0.002628,0,0,0,0,0,HEADLINE
H4,1,0.001314,0,0,0,0,1,0.001314,0,0,0,0,0,HEADLINE
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,2,0.002628,1,3,3,1.5,2,0.002628,1,3,3,1.5,0,IRRELEVANT
H4,1,0.001314,0,0,0,0,1,0.001314,0,0,0,0,0,HEADLINE
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,2,0.002628,1,3,3,1.5,2,0.002628,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,2,0.002628,1,3,3,1.5,2,0.002628,1,3,3,1.5,0,IRRELEVANT
H4,4,0.005256,0,0,0,0,4,0.005256,0,0,0,0,0,HEADLINE
DIV,2,0.002628,1,3,3,1.5,2,0.002628,1,3,3,1.5,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,3,0.003942,1,4,4,1.333333,3,0.003942,1,4,4,1.333333,0,IRRELEVANT
H4,2,0.002628,0,0,0,0,2,0.002628,0,0,0,0,0,HEADLINE
DIV,15,0.019711,3,8,2.666667,0.533333,15,0.019711,3,8,2.666667,0.533333,1,IRRELEVANT
DIV,3,0.003942,1,4,4,1.333333,3,0.003942,1,4,4,1.333333,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,1,0.001314,1,2,2,2,1,0.001314,1,2,2,2,0,IRRELEVANT
DIV,12,0.03038,12,14,1.166667,1.166667,17,0.043038,14,19,1.357143,1.117647,0,IRRELEVANT
DIV,9,0.022785,5,8,1.6,0.888889,9,0.022785,5,8,1.6,0.888889,0,IRRELEVANT
DIV,28,0.070886,20,31,1.55,1.107143,28,0.070886,20,31,1.55,1.107143,0,IRRELEVANT
H1,1,0.002532,0,0,0,0,1,0.002532,0,0,0,0,0,HEADLINE
DIV,59,0.149367,0,0,0,0,289,0.731646,10,13,1.3,0.044983,0,INFORMATIONABOUTARTICLE
DIV,6,0.01519,0,0,0,0,6,0.01519,0,0,0,0,1,INFORMATIONABOUTARTICLE
H1,3,0.007595,0,0,0,0,3,0.007595,0,0,0,0,0,HEADLINE
DIV,211,0.534177,1,2,2,0.009479,217,0.549367,3,4,1.333333,0.018433,0,MAIN
DIV,15,0.037975,9,11,1.222222,0.733333,15,0.037975,9,11,1.222222,0.733333,0,IRRELEVANT
DIV,4,0.010127,4,5,1.25,1.25,4,0.010127,4,5,1.25,1.25,0,IRRELEVANT
DIV,12,0.028571,12,14,1.166667,1.166667,17,0.040476,14,19,1.357143,1.117647,0,IRRELEVANT
DIV,9,0.021429,5,8,1.6,0.888889,9,0.021429,5,8,1.6,0.888889,0,IRRELEVANT
DIV,28,0.066667,20,31,1.55,1.107143,28,0.066667,20,31,1.55,1.107143,0,IRRELEVANT
H1,1,0.002381,0,0,0,0,1,0.002381,0,0,0,0,0,HEADLINE
DIV,55,0.130952,0,0,0,0,314,0.747619,10,13,1.3,0.041401,0,INFORMATIONABOUTARTICLE
DIV,6,0.014286,0,0,0,0,6,0.014286,0,0,0,0,1,INFORMATIONABOUTARTICLE
H1,3,0.007143,0,0,0,0,3,0.007143,0,0,0,0,0,HEADLINE
DIV,240,0.571429,1,2,2,0.008333,246,0.585714,3,4,1.333333,0.01626,0,MAIN
DIV,15,0.035714,9,11,1.222222,0.733333,15,0.035714,9,11,1.222222,0.733333,0,IRRELEVANT
DIV,4,0.009524,4,5,1.25,1.25,4,0.009524,4,5,1.25,1.25,0,IRRELEVANT
DIV,16,0.017998,2,4,2,0.25,16,0.017998,2,4,2,0.25,1,IRRELEVANT
DIV,2,0.00225,1,3,3,1.5,2,0.00225,3,5,1.666667,2.5,1,IRRELEVANT
DIV,1,0.001125,1,4,4,4,1,0.001125,1,4,4,4,0,IRRELEVANT
DIV,28,0.031496,22,32,1.454545,1.142857,28,0.031496,22,32,1.454545,1.142857,1,IRRELEVANT
UL,18,0.020247,13,21,1.615385,1.166667,18,0.020247,13,21,1.615385,1.166667,1,IRRELEVANT
UL,10,0.011249,9,12,1.333333,1.2,10,0.011249,9,12,1.333333,1.2,1,IRRELEVANT
DIV,8,0.008999,4,8,2,1,8,0.008999,4,8,2,1,1,IRRELEVANT
H1,7,0.007874,0,0,0,0,7,0.007874,0,0,0,0,0,HEADLINE
DIV,13,0.014623,0,0,0,0,43,0.048369,1,3,3,0.069767,0,INFORMATIONABOUTARTICLE
DIV,6,0.006749,1,3,3,0.5,6,0.006749,1,3,3,0.5,1,IRRELEVANT
DIV,7,0.007874,0,0,0,0,7,0.007874,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,17,0.019123,2,16,8,0.941176,17,0.019123,2,16,8,0.941176,1,IRRELEVANT
DIV,61,0.069741,8,65,8.125,1.048387,61,0.068616,8,65,8.125,1.065574,1,IRRELEVANT
DIV,3,0.003375,3,4,1.333333,1.333333,3,0.003375,3,4,1.333333,1.333333,0,IRRELEVANT
DIV,4,0.004499,3,5,1.666667,1.25,4,0.004499,3,5,1.666667,1.25,0,IRRELEVANT
DIV,3,0.003375,1,4,4,1.333333,3,0.003375,1,4,4,1.333333,0,IRRELEVANT
DIV,82,0.092238,28,55,1.964286,0.670732,82,0.092238,28,55,1.964286,0.670732,1,IRRELEVANT
DIV,16,0.013223,2,4,2,0.25,16,0.013223,2,4,2,0.25,1,IRRELEVANT
DIV,2,0.001653,1,3,3,1.5,2,0.001653,3,5,1.666667,2.5,1,IRRELEVANT
DIV,1,0.000826,1,4,4,4,1,0.000826,1,4,4,4,0,IRRELEVANT
DIV,25,0.020661,18,28,1.555556,1.12,25,0.020661,18,28,1.555556,1.12,1,IRRELEVANT
UL,18,0.014876,13,21,1.615385,1.166667,18,0.014876,13,21,1.615385,1.166667,1,IRRELEVANT
UL,7,0.005785,5,8,1.6,1.142857,7,0.005785,5,8,1.6,1.142857,1,IRRELEVANT
DIV,5,0.004132,3,4,1.333333,0.8,5,0.004132,3,4,1.333333,0.8,1,IRRELEVANT
H1,5,0.004132,0,0,0,0,5,0.004132,0,0,0,0,0,HEADLINE
DIV,25,0.020661,0,0,0,0,25,0.020661,0,0,0,0,1,INFORMATIONABOUTARTICLE
DIV,12,0.009917,1,4,4,0.333333,43,0.035537,3,7,2.333333,0.162791,0,INFORMATIONABOUTARTICLE
DIV,7,0.005785,2,4,2,0.571429,7,0.005785,2,4,2,0.571429,1,IRRELEVANT
DIV,22,0.018182,0,0,0,0,22,0.018182,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,6,0.004959,0,0,0,0,6,0.004959,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,61,0.05124,8,65,8.125,1.048387,61,0.050413,8,65,8.125,1.065574,1,IRRELEVANT
DIV,3,0.002479,3,4,1.333333,1.333333,3,0.002479,3,4,1.333333,1.333333,0,IRRELEVANT
DIV,4,0.003306,3,5,1.666667,1.25,4,0.003306,3,5,1.666667,1.25,0,IRRELEVANT
DIV,3,0.002479,1,4,4,1.333333,3,0.002479,1,4,4,1.333333,0,IRRELEVANT
DIV,82,0.067769,28,55,1.964286,0.670732,82,0.067769,28,55,1.964286,0.670732,1,IRRELEVANT
DIV,16,0.01147,2,4,2,0.25,16,0.01147,2,4,2,0.25,1,IRRELEVANT
DIV,2,0.001434,1,3,3,1.5,2,0.001434,3,5,1.666667,2.5,1,IRRELEVANT
DIV,1,0.000717,1,4,4,4,1,0.000717,1,4,4,4,0,IRRELEVANT
DIV,2,0.001434,1,2,2,1,57,0.04086,26,54,2.076923,0.947368,0,IRRELEVANT
DIV,55,0.040143,25,53,2.12,0.946429,55,0.039427,25,53,2.12,0.963636,1,IRRELEVANT
DIV,6,0.004301,4,7,1.75,1.166667,6,0.004301,4,7,1.75,1.166667,0,IRRELEVANT
UL,17,0.012186,11,18,1.636364,1.058824,17,0.012186,11,18,1.636364,1.058824,1,IRRELEVANT
DIV,8,0.005735,4,6,1.5,0.75,8,0.005735,4,6,1.5,0.75,1,IRRELEVANT
H1,2,0.001434,0,0,0,0,2,0.001434,0,0,0,0,0,HEADLINE
DIV,11,0.007885,1,3,3,0.272727,42,0.030108,3,6,2,0.142857,0,INFORMATIONABOUTARTICLE
DIV,7,0.005018,2,4,2,0.571429,7,0.005018,2,4,2,0.571429,1,IRRELEVANT
DIV,27,0.019355,0,0,0,0,27,0.019355,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,6,0.004301,0,0,0,0,6,0.004301,0,0,0,0,0,INFORMATIONABOUTARTICLE
DIV,38,0.02724,8,36,4.5,0.947368,38,0.02724,8,36,4.5,0.947368,1,IRRELEVANT
DIV,61,0.044444,8,65,8.125,1.048387,61,0.043728,8,65,8.125,1.065574,1,IRRELEVANT
DIV,3,0.002151,3,4,1.333333,1.333333,3,0.002151,3,4,1.333333,1.333333,0,IRRELEVANT
DIV,4,0.002867,3,5,1.666667,1.25,4,0.002867,3,5,1.666667,1.25,0,IRRELEVANT
DIV,3,0.002151,1,4,4,1.333333,3,0.002151,1,4,4,1.333333,0,IRRELEVANT
DIV,82,0.058781,28,55,1.964286,0.670732,82,0.058781,28,55,1.964286,0.670732,1,IRRELEVANT
DIV,2,0.003017,1,2,2,1,51,0.076923,24,48,2,0.941176,0,IRRELEVANT
DIV,49,0.075415,23,47,2.043478,0.94,49,0.073906,23,47,2.043478,0.959184,1,IRRELEVANT
DIV,7,0.010558,4,8,2,1.142857,7,0.010558,4,8,2,1.142857,0,IRRELEVANT
UL,17,0.025641,11,18,1.636364,1.058824,17,0.025641,11,18,1.636364,1.058824,1,IRRELEVANT
DIV,8,0.012066,1,8,8,1,384,0.579186,4,12,3,0.03125,1,INFORMATIONABOUTARTICLE
H1,7,0.010558,1,8,8,1.142857,7,0.010558,1,8,8,1.142857,0,HEADLINE
DIV,311,0.46908,0,0,0,0,311,0.46908,0,0,0,0,0,MAIN
UL,4,0.006033,2,5,2.5,1.25,4,0.006033,2,5,2.5,1.25,1,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,1,IRRELEVANT
DIV,5,0.007849,2,3,1.5,0.6,5,0.007849,2,3,1.5,0.6,0,IRRELEVANT
UL,9,0.014129,4,5,1.25,0.555556,9,0.014129,4,5,1.25,0.555556,0,IRRELEVANT
H1,4,0.006279,0,0,0,0,4,0.006279,0,0,0,0,0,HEADLINE
DIV,28,0.043956,2,5,2.5,0.178571,28,0.043956,2,5,2.5,0.178571,0,IRRELEVANT
DIV,26,0.040816,1,6,6,0.230769,26,0.040816,1,6,6,0.230769,0,IRRELEVANT
DIV,24,0.037677,5,25,5,1.041667,24,0.037677,5,25,5,1.041667,0,IRRELEVANT
DIV,20,0.031397,2,7,3.5,0.35,25,0.039246,2,7,3.5,0.28,0,IRRELEVANT
DIV,0,0,1,2,2,0,0,0,1,2,2,0,1,IRRELEVANT
DIV,6,0.00995,3,4,1.333333,0.666667,6,0.00995,3,4,1.333333,0.666667,0,IRRELEVANT
UL,9,0.014925,4,5,1.25,0.555556,9,0.014925,4,5,1.25,0.555556,0,IRRELEVANT
DIV,240,0.39801,0,0,0,0,408,0.676617,25,96,3.84,0.235294,0,MAIN
H1,3,0.004975,0,0,0,0,3,0.004975,0,0,0,0,0,HEADLINE
DIV,25,0.041459,2,5,2.5,0.2,25,0.041459,2,5,2.5,0.2,0,IRRELEVANT
DIV,5,0.008292,1,7,7,1.4,5,0.008292,1,7,7,1.4,0,IRRELEVANT
DIV,20,0.033167,2,7,3.5,0.35,25,0.041459,2,7,3.5,0.28,0,IRRELEVANT
DIV,3,0.002979,0,0,0,0,3,0.002979,0,0,0,0,1,INFORMATIONABOUTARTICLE
DIV,7,0.006951,1,7,7,1,53,0.052632,2,9,4.5,0.169811,1,IRRELEVANT
DIV,2,0.002979,1,4,4,1.333333,2,0.001986,1,4,4,2,1,IRRELEVANT
UL,14,0.013903,12,15,1.25,1.071429,14,0.013903,12,15,1.25,1.071429,0,IRRELEVANT
DIV,2,0.001986,0,0,0,0,6,0.005958,2,6,3,1,1,IRRELEVANT
UL,7,0.006951,3,9,3,1.285714,7,0.006951,3,9,3,1.285714,0,IRRELEVANT
H1,13,0.01291,0,0,0,0,13,0.01291,0,0,0,0,0,HEADLINE
UL,1,0.000993,1,2,2,2,1,0.000993,1,2,2,2,0,IRRELEVANT
DIV,448,0.444886,0,0,0,0,448,0.444886,0,0,0,0,0,MAIN
UL,10,0.00993,6,5,0.833333,0.5,10,0.00993,6,5,0.833333,0.5,0,IRRELEVANT
UL,25,0.024826,8,26,3.25,1.04,25,0.024826,8,26,3.25,1.04,0,IRRELEVANT
UL,9,0.008937,8,10,1.25,1.111111,9,0.008937,8,10,1.25,1.111111,0,IRRELEVANT
UL,25,0.024826,8,26,3.25,1.04,25,0.024826,8,26,3.25,1.04,0,IRRELEVANT
UL,10,0.00993,5,11,2.2,1.1,10,0.00993,5,11,2.2,1.1,0,IRRELEVANT
DIV,8,0.007944,1,7,7,0.875,8,0.007944,1,7,7,0.875,0,IRRELEVANT
DIV,3,0.003344,0,0,0,0,3,0.003344,0,0,0,0,1,INFORMATIONABOUTARTICLE
DIV,7,0.007804,1,7,7,1,53,0.059086,2,9,4.5,0.169811,1,IRRELEVANT
DIV,2,0.003344,1,4,4,1.333333,2,0.00223,1,4,4,2,1,IRRELEVANT
UL,14,0.015608,12,15,1.25,1.071429,14,0.015608,12,15,1.25,1.071429,0,IRRELEVANT
DIV,2,0.00223,0,0,0,0,6,0.006689,2,6,3,1,1,IRRELEVANT
UL,7,0.007804,3,9,3,1.285714,7,0.007804,3,9,3,1.285714,0,IRRELEVANT
H1,12,0.013378,0,0,0,0,12,0.013378,0,0,0,0,0,HEADLINE
